rank	cumulative_gp	image_path	scale_w	scale_h	megapixels	content_class	variant_name
112	0.0014	/mnt/v/output/imazen-26-png/1400-lilith-nature/1506_nature_glacier-ice-landscape_hornafjordur-iceland_ip13pro_iso50-f1p5_img-0423_4032x3024.sdr.png	128	96	0.0123	1400-lilith-nature	1506.scale128x96
113	0.0014	/mnt/v/output/imazen-26-png/1400-lilith-nature/1508_nature_ice-cave-interior_hornafjordur-iceland_ip13pro_iso1000-f1p8_img-0474_4032x3024.sdr.png	128	96	0.0123	1400-lilith-nature	1508.scale128x96
114	0.0014	/mnt/v/output/imazen-26-png/1400-lilith-nature/1510_nature_purple-iris-flowers_colorado_ip8plus_iso40-f2p8_img-0803_4032x3024.sdr.png	96	128	0.0123	1400-lilith-nature	1510.scale96x128
115	0.0014	/mnt/v/output/imazen-26-png/1400-lilith-nature/1512_nature_purple-white-flowers_colorado_ip8plus_iso20-f2p8_img-1029_4032x3024.sdr.png	96	128	0.0123	1400-lilith-nature	1512.scale96x128
116	0.0014	/mnt/v/output/imazen-26-png/1400-lilith-nature/1514_nature_purple-allium-flowers_colorado_ip8plus_iso20-f2p8_img-1310_4032x3024.sdr.png	96	128	0.0123	1400-lilith-nature	1514.scale96x128
117	0.0014	/mnt/v/output/imazen-26-png/1400-lilith-nature/1516_nature_pink-flower-in-bottle_colorado_ip17pro_iso50-f1p8_img-1509_2355x3308.sdr.png	91	128	0.0116	1400-lilith-nature	1516.scale91x128
118	0.0014	/mnt/v/output/imazen-26-png/1400-lilith-nature/1518_nature_pink-flowers-and-bee_colorado_ip8plus_iso40-f2p8_img-2464_4032x3024.sdr.png	96	128	0.0123	1400-lilith-nature	1518.scale96x128
119	0.0014	/mnt/v/output/imazen-26-png/1400-lilith-nature/1520_nature_tulips-in-garden_notre-dame-versailles-france_ip15pro_iso80-f1p8_img-3545_5712x4284.sdr.png	96	128	0.0123	1400-lilith-nature	1520.scale96x128
120	0.0015	/mnt/v/output/imazen-26-png/1400-lilith-nature/1522_nature_water-lilies-pond_colorado_ip13pro_iso50-f1p5_img-3764_4032x3024.sdr.png	128	96	0.0123	1400-lilith-nature	1522.scale128x96
121	0.0015	/mnt/v/output/imazen-26-png/1400-lilith-nature/1524_nature_yellow-flowers-garden_colorado_ip13pro_iso50-f1p5_img-3841_4032x3024.sdr.png	96	128	0.0123	1400-lilith-nature	1524.scale96x128
122	0.0015	/mnt/v/output/imazen-26-png/1400-lilith-nature/1526_nature_pink-flowers-garden_colorado_ip13pro_iso50-f1p5_img-4543_4032x3024.sdr.png	96	128	0.0123	1400-lilith-nature	1526.scale96x128
123	0.0015	/mnt/v/output/imazen-26-png/1400-lilith-nature/1528_nature_pink-blossom-branch_kawazu-japan_ip16pro_iso80-f1p8_img-4931_5712x4284.sdr.png	128	96	0.0123	1400-lilith-nature	1528.scale128x96
124	0.0015	/mnt/v/output/imazen-26-png/1400-lilith-nature/1530_nature_whale-tail-ocean_ip13pro_iso32-f2p8_img-5574_4032x3024.sdr.png	96	128	0.0123	1400-lilith-nature	1530.scale96x128
125	0.0015	/mnt/v/output/imazen-26-png/1400-lilith-nature/1532_nature_red-poppy-flowers_taos-new-mexico_ip17pro_iso80-f1p8_img-6194_5712x4284.sdr.png	96	128	0.0123	1400-lilith-nature	1532.scale96x128
126	0.0015	/mnt/v/output/imazen-26-png/1400-lilith-nature/1534_nature_red-flowers-closeup_ketchikan-alaska_ip16pro_iso125-f1p8_img-6286_4032x3024.sdr.png	96	128	0.0123	1400-lilith-nature	1534.scale96x128
127	0.0015	/mnt/v/output/imazen-26-png/1400-lilith-nature/1536_nature_purple-flowers-walkway_seward-alaska_ip16pro_iso80-f1p8_img-8763_5712x4284.sdr.png	96	128	0.0123	1400-lilith-nature	1536.scale96x128
128	0.0016	/mnt/v/output/imazen-26-png/1400-lilith-nature/1538_nature_boat-on-narrow-channel_muyil-chunyaxche-mexico_ip13pro_iso50-f1p5_img-8787_4032x3024.sdr.png	96	128	0.0123	1400-lilith-nature	1538.scale96x128
129	0.0016	/mnt/v/output/imazen-26-png/1400-lilith-nature/1540_nature_purple-flowers-garden_belltown-seattle-washington_ip16pro_iso100-f1p8_img-9109_5712x4284.sdr.png	96	128	0.0123	1400-lilith-nature	1540.scale96x128
130	0.0016	/mnt/v/output/imazen-26-png/1400-lilith-nature/1542_nature_orange-lily-flower_belltown-seattle-washington_ip16pro_iso80-f1p8_img-9149_5712x4284.sdr.png	96	128	0.0123	1400-lilith-nature	1542.scale96x128
131	0.0016	/mnt/v/output/imazen-26-png/1400-lilith-nature/1544_nature_purple-water-lily-flower_miyuki-beppu-japan_ip16pro_iso64-f1p8_img-9550_4032x3024.sdr.png	96	128	0.0123	1400-lilith-nature	1544.scale96x128
132	0.0016	/mnt/v/output/imazen-26-png/1400-lilith-nature/1546_nature_underground-cave-lake_playa-del-carmen-mexico_ip13pro_iso2000-f1p5_img-9608_4032x3024.sdr.png	96	128	0.0123	1400-lilith-nature	1546.scale96x128
133	0.0016	/mnt/v/output/imazen-26-png/1400-lilith-nature/1548_nature_purple-blossom-branches_colorado_ip8plus_iso32-f2p8_img-9831_4032x3024.sdr.png	96	128	0.0123	1400-lilith-nature	1548.scale96x128
134	0.0016	/mnt/v/output/imazen-26-png/1400-lilith-nature/1550_nature_sunset-clouds-over-parkinglot_screenshot-20260526-073143-photos_1079x1439.sdr.png	96	128	0.0123	1400-lilith-nature	1550.scale96x128
135	0.0016	/mnt/v/output/imazen-26-png/1400-lilith-nature/1552_nature_sunset-skyline-silhouette_screenshot-20260526-074733-gallery_1924x1400.sdr.png	128	93	0.0119	1400-lilith-nature	1552.scale128x93
136	0.0017	/mnt/v/output/imazen-26-png/1400-lilith-nature/1554_nature_person-on-driftwood_screenshot-20260526-075607-gallery_1561x2131.sdr.png	94	128	0.0120	1400-lilith-nature	1554.scale94x128
137	0.0017	/mnt/v/output/imazen-26-png/1400-lilith-nature/1556_nature_abstract-ice-texture_screenshot-20260526-080327-gallery_1020x2183.sdr.png	60	128	0.0077	1400-lilith-nature	1556.scale60x128
138	0.0017	/mnt/v/output/imazen-26-png/1600-lilith-food/1600_food_steamed-dumplings-basket_university-city-san-diego-california_note9_iso64-f2p4_20190516-185153_4032x3024.sdr.png	128	96	0.0123	1600-lilith-food	1600.scale128x96
139	0.0017	/mnt/v/output/imazen-26-png/1600-lilith-food/1602_food_caprese-salad-plate_s21u_iso250-f2p4_20210709-193445_4000x3000.sdr.png	128	96	0.0123	1600-lilith-food	1602.scale128x96
140	0.0017	/mnt/v/output/imazen-26-png/1600-lilith-food/1604_food_meat-and-fried-vegetables_l-eixample-barcelona-spain_s21u_iso640-f1p8_20220304-124452_4000x3000.sdr.png	96	128	0.0123	1600-lilith-food	1604.scale96x128
141	0.0017	/mnt/v/output/imazen-26-png/1600-lilith-food/1606_food_fried-calamari-salad_hanalei-hawaii_s21u_iso32-f1p8_20221001-155420_3462x2150.sdr.png	128	79	0.0101	1600-lilith-food	1606.scale128x79
142	0.0017	/mnt/v/output/imazen-26-png/1600-lilith-food/1608_food_single-cake-slice-plate_anedaitocho-kyoto-japan_s23u_iso320-f2p2_20230709-194142_4000x3000.sdr.png	128	96	0.0123	1600-lilith-food	1608.scale128x96
143	0.0017	/mnt/v/output/imazen-26-png/1600-lilith-food/1610_food_rice-bowl-vegetables_mapunapuna-honolulu-hawaii_s23u_iso50-f2p2_20230712-183013_4000x3000.sdr.png	96	128	0.0123	1600-lilith-food	1610.scale96x128
144	0.0017	/mnt/v/output/imazen-26-png/1600-lilith-food/1612_food_fried-fish-and-fries_s23u_iso25-f1p7_20230730-142545-0_4000x3000.sdr.png	128	96	0.0123	1600-lilith-food	1612.scale128x96
145	0.0018	/mnt/v/output/imazen-26-png/1600-lilith-food/1614_food_dessert-plate-upside-down_valladolid-mexico_s23u_iso640-f1p7_20230917-213342_4000x3000.sdr.png	128	96	0.0123	1600-lilith-food	1614.scale128x96
146	0.0018	/mnt/v/output/imazen-26-png/1600-lilith-food/1616_food_plated-dessert-closeup_minami-kugahara-2-ota-japan_s23u_iso500-f2p2_20231028-120453-001_4000x3000.sdr.png	128	96	0.0123	1600-lilith-food	1616.scale128x96
147	0.0018	/mnt/v/output/imazen-26-png/1600-lilith-food/1618_food_fruit-platter-with-dip_colorado_s23u_iso250-f2p4_20231126-035155_4000x3000.sdr.png	96	128	0.0123	1600-lilith-food	1618.scale96x128
148	0.0018	/mnt/v/output/imazen-26-png/1600-lilith-food/1620_food_plated-dessert-closeup_1st-arrondissement-paris-france_s23u_iso160-f2p2_20240426-140041_4000x3000.sdr.png	96	128	0.0123	1600-lilith-food	1620.scale96x128
149	0.0018	/mnt/v/output/imazen-26-png/1600-lilith-food/1622_food_strawberry-layer-cake_colorado_s23u_iso80-f2p4_20240505-164658_4000x3000.sdr.png	96	128	0.0123	1600-lilith-food	1622.scale96x128
150	0.0018	/mnt/v/output/imazen-26-png/1600-lilith-food/1624_food_french-toast_colorado_s23u_iso50-f2p2_20240507-145130_4000x3000.sdr.png	128	96	0.0123	1600-lilith-food	1624.scale128x96
151	0.0018	/mnt/v/output/imazen-26-png/1600-lilith-food/1626_food_chocolate-cake-dessert-plate_colorado_s23u_iso800-f2p4_20240510-221014_4000x3000.sdr.png	96	128	0.0123	1600-lilith-food	1626.scale96x128
152	0.0018	/mnt/v/output/imazen-26-png/1600-lilith-food/1628_food_french-toast_s23u_iso250-f1p7_20240907-133934_4000x3000.sdr.png	96	128	0.0123	1600-lilith-food	1628.scale96x128
153	0.0019	/mnt/v/output/imazen-26-png/1600-lilith-food/1630_food_tea-and-dessert-table_wadahamaminamicho-atami-japan_s23u_iso320-f1p7_20250303-154752_4000x3000.sdr.png	128	96	0.0123	1600-lilith-food	1630.scale128x96
154	0.0019	/mnt/v/output/imazen-26-png/1600-lilith-food/1632_food_orange-juice-glass_uchiura-shigedera-numazu-japan_s23u_iso125-f2p4_20250307-182432_4000x3000.sdr.png	96	128	0.0123	1600-lilith-food	1632.scale96x128
155	0.0019	/mnt/v/output/imazen-26-png/1600-lilith-food/1634_food_breakfast-table-setting_uchiura-shigedera-numazu-japan_s23u_iso16-f1p7_20250308-091451_4000x3000.sdr.png	96	128	0.0123	1600-lilith-food	1634.scale96x128
156	0.0019	/mnt/v/output/imazen-26-png/1600-lilith-food/1636_food_breakfast-table-spread_ogura-beppu-japan_s23u_iso200-f1p7_20250311-100529_4000x3000.sdr.png	128	96	0.0123	1600-lilith-food	1636.scale128x96
157	0.0019	/mnt/v/output/imazen-26-png/1600-lilith-food/1638_food_sliced-fish-dish_colorado_s25u_iso800-f1p7_20250425-213810_4000x3000.sdr.png	96	128	0.0123	1600-lilith-food	1638.scale96x128
158	0.0019	/mnt/v/output/imazen-26-png/1600-lilith-food/1640_food_birthday-cake-table_colorado_ip16pro_iso125-f1p8_img-2666_5712x4284.sdr.png	96	128	0.0123	1600-lilith-food	1640.scale96x128
159	0.0019	/mnt/v/output/imazen-26-png/2000-unsplash-people/2000_people_by-alexander-aguero-enppvuxbcce-unsplash_4400x6600.sdr.png	85	128	0.0109	2000-unsplash-people	2000.scale85x128
160	0.0019	/mnt/v/output/imazen-26-png/2000-unsplash-people/2002_people_by-ashford-marx-5nemkak1wqs-unsplash_3915x5872.sdr.png	85	128	0.0109	2000-unsplash-people	2002.scale85x128
161	0.0020	/mnt/v/output/imazen-26-png/2000-unsplash-people/2004_people_by-christian-agbede-a1gwjze3il4-unsplash_2945x4417.sdr.png	85	128	0.0109	2000-unsplash-people	2004.scale85x128
162	0.0020	/mnt/v/output/imazen-26-png/2000-unsplash-people/2006_people_by-dwayne-joe-1qjf4jk8bh0-unsplash_2624x3936.sdr.png	85	128	0.0109	2000-unsplash-people	2006.scale85x128
163	0.0020	/mnt/v/output/imazen-26-png/2000-unsplash-people/2008_people_by-ehsan-ahmadi-vswy6nchcos-unsplash_3304x4129.sdr.png	102	128	0.0131	2000-unsplash-people	2008.scale102x128
164	0.0020	/mnt/v/output/imazen-26-png/2000-unsplash-people/2010_people_by-emmanuel-black-j7lc6bzguzs-unsplash_3944x4930.sdr.png	102	128	0.0131	2000-unsplash-people	2010.scale102x128
165	0.0020	/mnt/v/output/imazen-26-png/2000-unsplash-people/2012_people_by-ian-taylor-blopn4jci7s-unsplash_4000x3000.sdr.png	128	96	0.0123	2000-unsplash-people	2012.scale128x96
166	0.0020	/mnt/v/output/imazen-26-png/2000-unsplash-people/2014_people_by-jing-chen-sld5c8su-ue-unsplash_6240x4160.sdr.png	128	85	0.0109	2000-unsplash-people	2014.scale128x85
167	0.0020	/mnt/v/output/imazen-26-png/2000-unsplash-people/2016_people_by-jr-clavant-gk26zebuw48-unsplash_2208x3314.sdr.png	85	128	0.0109	2000-unsplash-people	2016.scale85x128
168	0.0020	/mnt/v/output/imazen-26-png/2000-unsplash-people/2018_people_by-luigi-ritchie-eljmmcgmega-unsplash_4774x4774.sdr.png	128	128	0.0164	2000-unsplash-people	2018.scale128x128
169	0.0021	/mnt/v/output/imazen-26-png/2000-unsplash-people/2020_people_by-mrtiger-xime2yd4gdw-unsplash_4672x7008.sdr.png	85	128	0.0109	2000-unsplash-people	2020.scale85x128
170	0.0021	/mnt/v/output/imazen-26-png/2000-unsplash-people/2022_people_by-ravi-sharma-ko7-phdhbo-unsplash_4160x6240.sdr.png	85	128	0.0109	2000-unsplash-people	2022.scale85x128
171	0.0021	/mnt/v/output/imazen-26-png/2000-unsplash-people/2024_people_by-sammy-swae-jaip1hvdvbg-unsplash_4672x7008.sdr.png	85	128	0.0109	2000-unsplash-people	2024.scale85x128
172	0.0021	/mnt/v/output/imazen-26-png/2000-unsplash-people/2026_people_by-willian-justen-de-vasconcellos-3f1eju2ib4u-unsplash_5637x3758.sdr.png	128	85	0.0109	2000-unsplash-people	2026.scale128x85
173	0.0021	/mnt/v/output/imazen-26-png/2200-unsplash-renders/2200_renders_abstract-folded-ribbons_by-a-chosen-soul-moigsaj8te0-unsplash_7680x4320.sdr.png	128	72	0.0092	2200-unsplash-renders	2200.scale128x72
174	0.0021	/mnt/v/output/imazen-26-png/2200-unsplash-renders/2202_renders_planet-with-city-lights_by-itsiken-pmyoy3wafpu-unsplash_3000x3000.sdr.png	128	128	0.0164	2200-unsplash-renders	2202.scale128x128
175	0.0021	/mnt/v/output/imazen-26-png/2200-unsplash-renders/2204_renders_abstract-line-pattern_by-logan-voss-z-e-zrfty00-unsplash_4320x7680.sdr.png	72	128	0.0092	2200-unsplash-renders	2204.scale72x128
176	0.0021	/mnt/v/output/imazen-26-png/2200-unsplash-renders/2206_renders_abstract-color-pattern_by-marek-pavlik-fozwxagka1o-unsplash_3840x2160.sdr.png	128	72	0.0092	2200-unsplash-renders	2206.scale128x72
177	0.0021	/mnt/v/output/imazen-26-png/2200-unsplash-renders/2208_renders_arched-room-round-window_by-mehrab-sium-wfxnp8g8-7q-unsplash_3240x4860.sdr.png	85	128	0.0109	2200-unsplash-renders	2208.scale85x128
178	0.0022	/mnt/v/output/imazen-26-png/2200-unsplash-renders/2210_renders_abstract-line-pattern_by-resource-database-xp6ngsgxck0-unsplash_4000x5000.sdr.png	102	128	0.0131	2200-unsplash-renders	2210.scale102x128
179	0.0022	/mnt/v/output/imazen-26-png/2200-unsplash-renders/2212_renders_bear_by-zoha-gohar-ekvbymo0qzg-unsplash_6144x4608.sdr.png	128	96	0.0123	2200-unsplash-renders	2212.scale128x96
180	0.0022	/mnt/v/output/imazen-26-png/2400-unsplash-textures/2400_textures_flower-stem-blob_by-anca-gabriela-zosin-bmonybmqxha-unsplash_4000x5350.sdr.png	96	128	0.0123	2400-unsplash-textures	2400.scale96x128
181	0.0022	/mnt/v/output/imazen-26-png/2400-unsplash-textures/2402_textures_glow-in-dark_by-haberdoedas-5bsnvq1qtis-unsplash_8736x11648.sdr.png	96	128	0.0123	2400-unsplash-textures	2402.scale96x128
182	0.0022	/mnt/v/output/imazen-26-png/2400-unsplash-textures/2404_textures_tree-bark-texture_by-hwang-sanguk-k0tljwrabxg-unsplash_3024x3024.sdr.png	128	128	0.0164	2400-unsplash-textures	2404.scale128x128
183	0.0022	/mnt/v/output/imazen-26-png/2400-unsplash-textures/2406_textures_purple-flower-clusters_by-nastia-petruk-fkm3bds8f3e-unsplash_6190x8253.sdr.png	96	128	0.0123	2400-unsplash-textures	2406.scale96x128
184	0.0022	/mnt/v/output/imazen-26-png/2400-unsplash-textures/2408_textures_marble-slab-artillery_by-teresa-xchefhoppxe-unsplash_2048x2732.sdr.png	96	128	0.0123	2400-unsplash-textures	2408.scale96x128
185	0.0022	/mnt/v/output/imazen-26-png/3000-art-institute-of-chicago-photos/3000_aic_for-sunday-s-dinner_111377_1269x2250.sdr.png	72	128	0.0092	3000-art-institute-of-chicago-photos	3000.scale72x128
186	0.0023	/mnt/v/output/imazen-26-png/3000-art-institute-of-chicago-photos/3002_aic_the-irish-question_181777_4000x4860.sdr.png	105	128	0.0134	3000-art-institute-of-chicago-photos	3002.scale105x128
187	0.0023	/mnt/v/output/imazen-26-png/3000-art-institute-of-chicago-photos/3004_aic_hydria-water-jar_253_1169x1559.sdr.png	96	128	0.0123	3000-art-institute-of-chicago-photos	3004.scale96x128
188	0.0023	/mnt/v/output/imazen-26-png/3000-art-institute-of-chicago-photos/3006_aic_hamamatsu-from-the-series-fifty-three-stations-o_4371_3000x2235.sdr.png	128	95	0.0122	3000-art-institute-of-chicago-photos	3006.scale128x95
189	0.0023	/mnt/v/output/imazen-26-png/3000-art-institute-of-chicago-photos/3008_aic_trompe-l-oeil-still-life-with-a-flower-garland-a_66042_4000x2883.sdr.png	128	92	0.0118	3000-art-institute-of-chicago-photos	3008.scale128x92
190	0.0023	/mnt/v/output/imazen-26-png/3000-art-institute-of-chicago-photos/3010_aic_self-portrait_80607_4000x5097.sdr.png	100	128	0.0128	3000-art-institute-of-chicago-photos	3010.scale100x128
191	0.0023	/mnt/v/output/imazen-26-png/3000-art-institute-of-chicago-photos/3012_aic_landscape_874_2829x2250.sdr.png	128	102	0.0131	3000-art-institute-of-chicago-photos	3012.scale128x102
192	0.0023	/mnt/v/output/imazen-26-png/3000-art-institute-of-chicago-photos/3014_aic_single-spout-vessel-with-molded-abstract-figure_9119_2719x2250.sdr.png	128	106	0.0136	3000-art-institute-of-chicago-photos	3014.scale128x106
193	0.0023	/mnt/v/output/imazen-26-png/3300-met-museum-photos/3300_met_still-life-violin-and-music_10997_2832x3722.sdr.png	97	128	0.0124	3300-met-museum-photos	3300.scale97x128
194	0.0024	/mnt/v/output/imazen-26-png/3300-met-museum-photos/3302_met_landscape_11774_2362x1585.sdr.png	128	86	0.0110	3300-met-museum-photos	3302.scale128x86
195	0.0024	/mnt/v/output/imazen-26-png/3300-met-museum-photos/3304_met_chinese-figure-with-bird_207138_2978x3722.sdr.png	102	128	0.0131	3300-met-museum-photos	3304.scale102x128
196	0.0024	/mnt/v/output/imazen-26-png/3300-met-museum-photos/3306_met_shield_24693_4000x4000.sdr.png	128	128	0.0164	3300-met-museum-photos	3306.scale128x128
197	0.0024	/mnt/v/output/imazen-26-png/3300-met-museum-photos/3308_met_marine_337533_3790x2664.sdr.png	128	90	0.0115	3300-met-museum-photos	3308.scale128x90
198	0.0024	/mnt/v/output/imazen-26-png/3300-met-museum-photos/3310_met_landscape_359362_3869x2896.sdr.png	128	96	0.0123	3300-met-museum-photos	3310.scale128x96
199	0.0024	/mnt/v/output/imazen-26-png/3300-met-museum-photos/3312_met_portrait_374222_3150x4000.sdr.png	101	128	0.0129	3300-met-museum-photos	3312.scale101x128
200	0.0024	/mnt/v/output/imazen-26-png/3300-met-museum-photos/3314_met_shiraito-waterfall-at-hakone_40336_4000x2826.sdr.png	128	90	0.0115	3300-met-museum-photos	3314.scale128x90
201	0.0024	/mnt/v/output/imazen-26-png/3300-met-museum-photos/3316_met_a-brazilian-landscape_437323_3811x2513.sdr.png	128	84	0.0108	3300-met-museum-photos	3316.scale128x84
202	0.0025	/mnt/v/output/imazen-26-png/3300-met-museum-photos/3318_met_vessel_479496_2505x2596.sdr.png	124	128	0.0159	3300-met-museum-photos	3318.scale124x128
203	0.0025	/mnt/v/output/imazen-26-png/3300-met-museum-photos/3320_met_six-jewel-rivers_53427_3841x2149.sdr.png	128	72	0.0092	3300-met-museum-photos	3320.scale128x72
204	0.0025	/mnt/v/output/imazen-26-png/3300-met-museum-photos/3322_met_a-molted-cicada-shell-utsusemi-soga-gor-tokimune_789145_3000x4000.sdr.png	96	128	0.0123	3300-met-museum-photos	3322.scale96x128
205	0.0025	/mnt/v/output/imazen-26-png/5000-national-park-service-brochures/color/5000_nps_bibe-2023-wild-and-scenic-rivers_color_p01_4961x7016.sdr.png	91	128	0.0116	5000-national-park-service-brochures	5000.scale91x128
206	0.0025	/mnt/v/output/imazen-26-png/5000-national-park-service-brochures/color/5002_nps_biho-biho-side-1-6_color_p01_5561x7616.sdr.png	93	128	0.0119	5000-national-park-service-brochures	5002.scale93x128
207	0.0025	/mnt/v/output/imazen-26-png/5000-national-park-service-brochures/color/5004_nps_blca-black-canyon-2023_color_p02_7016x4961.sdr.png	128	91	0.0116	5000-national-park-service-brochures	5004.scale128x91
208	0.0025	/mnt/v/output/imazen-26-png/5000-national-park-service-brochures/color/5006_nps_care-care-map-2021_color_p01_4961x7016.sdr.png	91	128	0.0116	5000-national-park-service-brochures	5006.scale91x128
209	0.0025	/mnt/v/output/imazen-26-png/5000-national-park-service-brochures/color/5008_nps_dena-trail-map-letter-size_color_p01_2550x3300.sdr.png	99	128	0.0127	5000-national-park-service-brochures	5008.scale99x128
210	0.0025	/mnt/v/output/imazen-26-png/5000-national-park-service-brochures/color/5010_nps_deva-backcountry-and-wilderness-access-map_color_p02_4800x6900.sdr.png	89	128	0.0114	5000-national-park-service-brochures	5010.scale89x128
211	0.0026	/mnt/v/output/imazen-26-png/5000-national-park-service-brochures/color/5012_nps_fova-mcho-map_color_p01_716x714.sdr.png	128	128	0.0164	5000-national-park-service-brochures	5012.scale128x128
212	0.0026	/mnt/v/output/imazen-26-png/5000-national-park-service-brochures/color/5014_nps_grca-sr-pocket-map_color_p01_9355x2481.sdr.png	128	34	0.0044	5000-national-park-service-brochures	5014.scale128x34
213	0.0026	/mnt/v/output/imazen-26-png/5000-national-park-service-brochures/color/5016_nps_grsm-grsm-area-map_color_p01_10182x5460.sdr.png	128	69	0.0088	5000-national-park-service-brochures	5016.scale128x69
214	0.0026	/mnt/v/output/imazen-26-png/5000-national-park-service-brochures/color/5018_nps_katm-katm-park-map_color_p01_5650x5200.sdr.png	128	118	0.0151	5000-national-park-service-brochures	5018.scale128x118
